Date,Customer.Postcode,Store.Postcode,Retail.Price,Screen.Size (Inches),Battery.Life (Hours),RAM (GB),Processor.Speeds (GHz),Integrated.Wireless,HD.Size (GB),CustomerStoreDistance
1/14/2008 9:40,E13 0AD,E2 0RY,560,15,6,2,1.5,No,120,4608.686689
1/14/2008 9:41,SE10 9NW,E2 0RY,490,15,4,2,1.5,Yes,300,5748.042101
1/14/2008 9:48,E1 6LY,SW1P 3AU,470,15,6,1,1.5,Yes,40,4348.376479
1/14/2008 9:54,E1 5LJ,SW1P 3AU,375,15,4,2,2,No,40,4586.251847
1/14/2008 9:59,SW16 6LQ,CR7 8LE,490,15,4,2,1.5,Yes,300,4283.700386
1/14/2008 10:02,E14 3BW,SE1 2BN,570,15,6,1,1.5,No,300,4599.383546
1/14/2008 10:08,EC1N 7TR,SW1P 3AU,470,15,6,1,1.5,Yes,40,2674.334497
1/14/2008 10:12,WC1R 4PZ,SW1P 3AU,480,15,5,2,1.5,Yes,80,2263.01414
1/14/2008 10:14,WC2H 7AD,SE1 2BN,450,15,5,1,1.5,Yes,120,4203.243034
1/14/2008 10:18,WC1E 7HJ,NW5 2QH,465,15,4,2,2,No,80,3305.914851
1/14/2008 10:26,N20 8NX,NW5 2QH,415,15,4,2,2,No,80,9695.166321
1/14/2008 10:36,SW8 1DL,SE1 2BN,455,15,5,2,2,Yes,80,4323.365934
1/14/2008 10:55,SW11 1RU,SW12 9HD,595,15,6,1,2,No,300,2764.83146
1/14/2008 10:57,EC4V 5EQ,SW1V 4QQ,485,15,5,1,2,Yes,300,3887.136735
1/14/2008 10:57,SE1 0LH,SE1 2BN,480,15,5,2,1.5,Yes,80,2144.586207
1/14/2008 11:03,SW16 6LQ,SW18 1NN,465,15,6,1,2,No,80,5986.939953
1/14/2008 11:14,NW5 1SP,NW5 2QH,590,15,6,1,1.5,Yes,300,955.5694637
1/14/2008 11:22,EC2N 2AN,SW1P 3AU,510,15,6,1,1.5,No,120,3429.902768
1/14/2008 11:44,SW1X 8HT,W10 6HQ,525,15,6,2,2,No,40,4538.319733
1/14/2008 11:46,N1 2XD,E2 0RY,515,15,4,1,2,Yes,300,4238.79523
1/14/2008 11:56,W1T 3ET,SW1V 4QQ,425,15,5,1,2,Yes,120,3034.886818
1/14/2008 11:59,CR0 6PU,CR7 8LE,420,15,4,1,1.5,No,300,2229.874436
1/14/2008 12:03,WC2N 4AJ,SW1P 3AU,520,15,4,2,1.5,No,300,1181.416523
1/14/2008 12:20,W1Y 7HJ,SW1P 3AU,475,15,5,2,2,Yes,120,1389.964388
1/14/2008 12:28,N16 0LA,E2 0RY,425,15,5,1,2,Yes,120,4337.478184
1/14/2008 12:41,EC4N 1SP,SW1P 3AU,465,15,4,2,2,No,80,2942.735122
1/14/2008 12:41,EC1N 8PQ,SE1 2BN,455,15,5,1,2,No,120,3403.200846
1/14/2008 12:42,CR0 1QD,SW12 9HD,390,15,5,1,1.5,Yes,40,8503.988358
1/14/2008 12:44,E14 6JP,E2 0RY,520,15,6,2,1.5,Yes,40,2258.434192
1/14/2008 12:45,W2 4AH,W10 6HQ,450,15,5,2,1.5,Yes,120,1731.6111
1/14/2008 12:47,EC1M 6DB,NW5 2QH,470,15,4,2,1.5,No,300,4116.469968
1/14/2008 12:52,W1H 7PP,SW1V 4QQ,465,15,5,2,2,Yes,40,3001.814285
1/14/2008 12:58,EC1M 6AW,E2 0RY,420,15,4,2,1.5,Yes,40,3945.40809
1/14/2008 13:02,W1T 1JQ,SW1V 4QQ,450,15,5,2,1.5,Yes,120,3137.087822
1/14/2008 13:10,EC1R 4RL,SE1 2BN,515,15,6,1,2,No,80,4008.738081
1/14/2008 13:18,SE14 6AG,E2 0RY,400,15,4,2,1.5,No,40,6018.196491
1/14/2008 13:27,NW1 8NY,W10 6HQ,525,15,6,2,2,No,40,5502.056525
1/14/2008 13:29,WC1H 8JG,SW1P 3AU,490,15,5,2,1.5,No,300,3068.066492
1/14/2008 13:31,W1B 5PP,NW5 2QH,515,15,6,2,2,No,80,4273.042242
1/14/2008 13:40,E1 7RQ,E2 0RY,485,15,5,1,2,Yes,300,2296.855677
1/14/2008 13:40,SW7 4TE,W10 6HQ,505,15,4,2,2,Yes,120,3593.603206
1/14/2008 14:01,SE10 9PD,SE1 2BN,480,15,4,2,1.5,Yes,120,5098.421913
1/14/2008 14:05,EC4N 4SJ,SW1P 3AU,470,15,6,1,1.5,Yes,40,2840.138201
1/14/2008 14:07,SE1 1ER,SW1V 4QQ,490,15,5,2,1.5,No,300,3662.661464
1/14/2008 14:33,SW1P 3AU,SW1V 4QQ,520,15,6,1,1.5,No,300,1548.833432
1/14/2008 14:47,SW1V 1DW,SE1 2BN,455,15,5,1,2,Yes,80,4981.558491
1/14/2008 14:52,EC4A 2LT,SW1P 3AU,560,15,5,2,1.5,Yes,300,1944.63467
1/14/2008 14:56,SW12 9HD,SW12 9HD,530,15,6,2,1.5,Yes,120,0
1/14/2008 14:58,E1 7HP,SE1 2BN,420,15,4,2,1.5,Yes,40,2078.977874
1/14/2008 14:58,EC1A 7JA,SE1 2BN,370,15,5,2,1.5,No,40,2914.193027
1/14/2008 15:06,EC1R 0EG,SW1P 3AU,490,15,6,1,1.5,No,80,3021.122474
1/14/2008 15:26,EC2V 8DP,SW1P 3AU,505,15,6,1,2,Yes,120,2978.076728
1/14/2008 15:26,W1W 6BA,NW5 2QH,475,15,5,1,2,Yes,120,3396.833967
1/14/2008 15:26,EC3A 8EP,E2 0RY,460,15,4,2,1.5,No,120,2906.524041
1/14/2008 15:41,W1T 1DG,NW5 2QH,485,15,6,1,2,No,120,3674.39478
1/14/2008 15:48,EC1V 9AQ,SW1P 3AU,435,15,4,1,2,No,120,3476.203964
1/14/2008 15:48,EC3R 8BU,E2 0RY,460,15,5,1,1.5,Yes,300,3448.589567
1/14/2008 15:49,SE26 4QB,CR7 8LE,405,15,5,1,2,Yes,80,4161.096009
1/14/2008 15:58,SE22 8EW,SE1 2BN,440,15,5,1,1.5,No,300,4500.478752
1/14/2008 15:59,WC2H 8LN,SW1P 3AU,535,15,6,2,2,No,120,1693.156224
1/14/2008 16:10,EC1V 4JP,SE1 2BN,410,15,4,2,1.5,Yes,80,3477.923806
1/14/2008 16:11,W2 1HB,SW1V 4QQ,345,15,4,1,2,Yes,40,3803.939143
1/14/2008 16:12,SW8 1XX,SW1V 4QQ,540,15,6,2,1.5,No,80,1838.400392
1/14/2008 16:14,N1 1RL,SW1P 3AU,525,15,5,2,2,Yes,120,5081.114543
1/14/2008 16:14,E3 2DA,SE8 3JD,455,15,5,1,2,Yes,80,4885.609174
1/14/2008 16:17,SW1P 1DN,SW1V 4QQ,435,15,5,1,2,No,80,712.7776652
1/14/2008 16:22,SE15 3QQ,SW1P 3AU,455,15,5,1,2,No,120,6278.37917
1/14/2008 16:26,EC2Y 9AE,SE1 2BN,410,15,4,2,1.5,No,120,2419.542519
1/14/2008 16:32,KT2 6LQ,W4 3PH,480,15,5,2,1.5,No,120,8030.566916
1/14/2008 16:33,SW10 0PL,SW18 1NN,490,15,5,1,1.5,No,300,2260.677774
1/14/2008 16:47,KT1 2UB,KT2 5AU,405,15,4,1,2,Yes,120,1912.130226
1/14/2008 16:48,SE17 1RL,SW1P 3AU,485,15,5,1,2,Yes,300,2724.666952
1/14/2008 16:58,SW11 3BW,SW12 9HD,460,15,4,2,1.5,Yes,80,3515.691255
1/14/2008 17:00,W1W 6DL,NW5 2QH,490,15,4,2,1.5,Yes,300,3422.011835
1/14/2008 17:06,N7 9EF,SW1P 3AU,460,15,5,1,1.5,Yes,300,5379.054564
1/14/2008 17:12,W11 4UL,SW1V 4QQ,430,15,5,1,1.5,No,120,5059.127296
1/14/2008 17:14,WC1R 4PZ,SW1P 3AU,410,15,5,1,1.5,No,80,2263.01414
1/14/2008 17:25,E14 9NS,E2 0RY,465,15,4,2,2,No,80,3997.864555
1/14/2008 17:59,N13 4JD,NW5 2QH,525,15,5,2,2,Yes,120,7993.277738
1/14/2008 18:03,E17 9LP,N17 6QA,430,15,5,1,1.5,No,120,4212.48454
1/14/2008 18:11,SE1 3SS,SE1 2BN,465,15,5,1,2,No,300,1252.56896
1/14/2008 18:12,E1 8AZ,SE1 2BN,485,15,6,1,2,No,120,1261.727387
1/14/2008 18:14,SE19 1TQ,SE8 3JD,485,15,4,2,2,No,120,8049.003044
1/14/2008 18:18,E1 8AZ,E2 0RY,530,15,6,1,1.5,Yes,120,2614.437224
1/14/2008 18:21,SW12 9HD,SW1V 4QQ,515,15,6,2,2,No,80,5363.19168
1/14/2008 18:21,W1K 5RE,SW1V 4QQ,525,15,6,2,2,No,40,2643.540051
1/14/2008 18:26,EC1M 4DE,NW5 2QH,460,15,4,2,1.5,Yes,80,3975.254709
1/14/2008 18:30,EC4V 2BA,E2 0RY,405,15,5,1,2,No,120,3838.164275
1/14/2008 18:44,E2 0AN,SE1 2BN,495,15,4,1,2,No,300,3085.677397
1/14/2008 18:59,W1T 5ND,SW1P 3AU,390,15,5,1,1.5,Yes,40,2659.477392
1/14/2008 19:00,W6 9TA,W4 3PH,505,15,5,2,2,Yes,80,3019.719523
1/14/2008 19:09,SW19 3NW,SW12 9HD,360,15,4,1,1.5,Yes,80,5216.860454
1/14/2008 19:19,N1 8LU,NW5 2QH,495,15,4,2,2,No,300,3007.811497
1/14/2008 19:21,E14 8DU,SE1 2BN,430,15,4,1,1.5,Yes,120,2310.187222
1/14/2008 19:22,EC4V 2BA,E2 0RY,360,15,4,1,1.5,Yes,80,3838.164275
1/14/2008 19:24,SE11 5JA,SW1V 4QQ,585,15,6,2,2,No,120,1815.692155
1/14/2008 19:28,N1 2XD,SW1P 3AU,455,15,5,1,2,Yes,80,5144.350785
1/14/2008 19:42,W1F 7QY,NW5 2QH,380,15,5,1,1.5,Yes,80,4235.153008
1/14/2008 19:50,W1D 3SU,SW1V 4QQ,520,15,4,2,1.5,No,300,2843.002638
1/14/2008 19:51,E10 6AE,N17 6QA,450,15,6,2,1.5,No,40,4558.108818
1/14/2008 19:59,N1 7TA,SE1 2BN,370,15,5,1,1.5,No,40,3849.309678
1/14/2008 20:01,W1H 4LQ,W10 6HQ,560,15,5,2,1.5,Yes,300,3166.142132
1/14/2008 20:02,KT7 0JP,KT2 5AU,435,15,4,1,2,Yes,80,5059.713925
1/14/2008 20:05,N3 1DH,NW5 2QH,460,15,6,1,1.5,No,120,6815.683825
1/14/2008 20:11,SE1 3SS,SW1V 4QQ,490,15,4,2,1.5,Yes,300,4143.55041
1/14/2008 20:17,NW5 2TG,NW5 2QH,615,15,6,2,2,Yes,300,220.081803
1/14/2008 20:18,W6 7BL,W4 3PH,475,15,6,2,2,No,40,4385.372618
1/14/2008 20:35,WC2H 9EP,SW1P 3AU,465,15,5,2,2,Yes,40,1398.433767
1/14/2008 20:43,N7 6PN,NW5 2QH,485,15,5,2,2,No,80,1539.684383
1/14/2008 20:46,W1T 3ET,SW1V 4QQ,490,15,5,2,1.5,No,300,3034.886818
1/14/2008 20:50,W1W 6DL,SW1V 4QQ,425,15,5,1,2,Yes,120,3365.77272
1/14/2008 20:53,SE3 0QJ,SE1 2BN,530,15,6,1,1.5,Yes,120,6254.807831
1/14/2008 20:55,WC1V 7BW,SW1V 4QQ,645,15,6,2,2,No,300,3397.999559
1/14/2008 20:56,EC4Y 1DE,SW1P 3AU,515,15,6,2,2,No,80,2280.014254
1/14/2008 21:03,N1 8HD,NW5 2QH,495,15,4,1,2,No,300,3363.534451
1/14/2008 21:10,E2 8DA,E2 0RY,485,15,4,2,2,Yes,80,2214.172532
1/14/2008 21:14,BR3 4DF,SE8 3JD,430,15,5,2,1.5,Yes,80,9489.691776
1/14/2008 21:16,SW3 6NJ,SW1V 4QQ,540,15,5,2,1.5,No,300,1726.05475
1/14/2008 21:26,WC2N 4EA,SW1V 4QQ,560,15,6,2,1.5,No,120,2603.230493
1/14/2008 21:37,E7 0QQ,E7 8NW,490,15,4,1,1.5,Yes,300,1026.548586
1/14/2008 21:44,SW19 3TA,KT2 5AU,490,15,4,2,1.5,Yes,300,6909.836829
1/14/2008 21:49,NW3 1HE,W10 6HQ,345,15,5,1,2,No,40,4802.180859
1/14/2008 21:52,EC3V 9DS,SW1P 3AU,455,15,5,1,2,Yes,80,3361.096398
1/14/2008 21:57,W1B 5QH,NW5 2QH,490,15,6,1,1.5,No,80,4171.128025
1/14/2008 21:59,E17 9NL,E2 0RY,455,15,5,2,2,Yes,80,6400.10078
1/14/2008 22:01,SE23 3HE,SW12 9HD,480,15,5,2,1.5,Yes,80,6614.143784
1/14/2008 22:04,E1 6LZ,E2 0RY,615,15,6,2,2,Yes,300,2227.583893
1/14/2008 22:05,EC2M 3TH,SE1 2BN,430,15,5,1,1.5,Yes,80,2015.96751
1/14/2008 22:13,SE25 4QB,SE8 3JD,460,15,6,1,1.5,No,120,10496.7424
1/14/2008 22:13,CR0 2QA,SW12 9HD,490,15,6,2,1.5,No,80,6581.011472
1/14/2008 22:16,SE26 4QB,CR7 8LE,485,15,4,2,2,Yes,80,4161.096009
1/14/2008 22:20,W6 9TA,W10 6HQ,470,15,6,2,1.5,Yes,40,3644.09934
1/14/2008 22:35,SW19 3NW,SW12 9HD,420,15,4,2,1.5,Yes,40,5216.860454
1/14/2008 22:36,NW1 8NY,SW1P 3AU,440,15,5,1,1.5,No,300,4798.220712
1/14/2008 22:40,SE1 9NL,SW1P 3AU,545,15,6,2,2,Yes,40,1576.158939
1/14/2008 22:42,SE19 3HF,SW18 1NN,555,15,6,1,2,Yes,120,7956.358526
1/14/2008 22:47,NW1 1HB,NW5 2QH,615,15,6,2,2,Yes,300,2246.293169
1/14/2008 23:00,CR0 4HA,SW18 1NN,525,15,5,2,2,Yes,120,12400.95404
1/14/2008 23:05,SW13 0NR,W10 6HQ,530,15,6,2,1.5,Yes,120,6127.510506
1/14/2008 23:15,CR0 2QD,CR7 8LE,480,15,5,2,1.5,No,120,808.1466451
1/14/2008 23:28,EC1V 7DT,E2 0RY,505,15,4,2,2,Yes,120,3755.10386
1/14/2008 23:32,EC3A 7BH,SW1P 3AU,455,15,4,2,2,Yes,120,3772.341581
1/14/2008 23:33,CR0 1NA,SW12 9HD,455,15,4,1,2,Yes,120,8576.916054
1/14/2008 23:39,W8 7SR,SW1P 3AU,505,15,5,2,2,Yes,80,4778.95386
1/14/2008 23:43,SE22 0RR,SW12 9HD,400,15,6,1,1.5,No,40,6165.853388
1/14/2008 23:52,NW1 1HB,NW5 2QH,560,15,5,2,1.5,Yes,300,2246.293169
1/14/2008 23:53,NW1 2HR,NW5 2QH,445,15,4,1,2,No,300,2606.695418
1/15/2008 0:06,SE16 4NF,SE1 2BN,520,15,6,1,1.5,No,300,1165.993568
1/15/2008 0:34,E14 8BP,SE1 2BN,480,15,5,2,1.5,Yes,80,2754.826492
1/15/2008 0:35,SE14 6AF,SE8 3JD,565,15,6,2,2,No,80,1183.57298
1/15/2008 0:51,W1T 4EY,SW1P 3AU,505,15,6,1,2,Yes,120,2381.465095
1/15/2008 0:58,SW13 9LW,W4 3PH,470,15,4,2,1.5,No,300,2420.261556
1/15/2008 0:59,SE3 0RL,SE1 2BN,465,15,6,1,2,No,80,6579.245929
1/15/2008 1:01,W1H 6HR,SW1P 3AU,485,15,5,2,2,No,80,2363.71445
1/15/2008 1:02,SE1 2JX,SW1P 3AU,485,15,4,2,2,No,120,3749.517436
1/15/2008 1:02,W1F 0TT,SW1P 3AU,615,15,6,2,2,Yes,300,1509.860921
1/15/2008 1:05,SE22 8EW,SE1 2BN,510,15,5,1,1.5,Yes,300,4500.478752
1/15/2008 1:13,SE14 6LA,E2 0RY,515,15,6,1,2,No,80,5982.336416
1/15/2008 1:28,SE1 1TA,SE1 2BN,520,15,4,2,1.5,No,300,1696.085198
1/15/2008 1:32,SE16 5EX,E2 0RY,565,15,6,2,2,No,80,3000.288653
1/15/2008 1:34,SE16 4NB,SE1 2BN,490,15,6,2,1.5,No,80,658.559033
1/15/2008 1:41,TW9 3BH,SW18 1NN,360,15,5,1,1.5,No,80,6475.021853
1/15/2008 1:43,EC4V 5DT,SW1V 4QQ,465,15,5,2,2,Yes,40,3888.36058
1/15/2008 1:53,SW1W 8EZ,SW1P 3AU,470,15,4,1,1.5,No,300,1946.14722
1/15/2008 2:05,W1U 4AP,SW1V 4QQ,455,15,5,1,2,Yes,80,3287.178882
1/15/2008 2:07,WC1A 1BL,SW1V 4QQ,585,15,5,2,2,Yes,300,3207.91412
1/15/2008 2:09,WC1V 6LS,SE1 2BN,495,15,6,1,2,Yes,40,3826.723011
1/15/2008 2:13,E12 6PH,E7 8NW,485,15,4,2,2,Yes,80,867.0986103
1/15/2008 2:14,E14 9NS,SE8 3JD,665,15,6,2,2,Yes,300,2478.162626
1/15/2008 2:19,SW11 3AA,SW12 9HD,510,15,5,2,1.5,Yes,300,3590.120472
1/15/2008 2:32,EC4Y 1AA,SE1 2BN,475,15,6,1,2,No,40,3186.844207
1/15/2008 2:35,SE20 7EU,SE8 3JD,430,15,4,2,1.5,Yes,120,7908.901441
1/15/2008 3:01,SW1H 9BP,SE1 2BN,405,15,5,1,2,Yes,80,4287.16643
1/15/2008 3:05,W2 3QH,W10 6HQ,505,15,4,2,2,Yes,120,2388.198065
1/15/2008 3:09,E1 1BY,E2 0RY,505,15,5,2,2,No,120,1431.712262
1/15/2008 3:11,E2 6LG,SE1 2BN,520,15,4,2,1.5,No,300,3010.736953
1/15/2008 3:16,N1 2XD,E2 0RY,460,15,6,1,1.5,No,120,4238.79523
1/15/2008 3:16,W8 7LN,SW1P 3AU,565,15,6,1,2,Yes,300,4547.754721
1/15/2008 3:22,TW10 5LA,W4 3PH,485,15,4,2,2,No,120,6114.95879
1/15/2008 3:25,N2 0NW,N3 1DH,585,15,6,2,2,Yes,80,2564.656897
1/15/2008 3:36,W2 4AH,W10 6HQ,535,15,5,2,2,Yes,300,1731.6111
1/15/2008 3:46,SE16 5EJ,E2 0RY,420,15,4,2,1.5,Yes,40,2866.626066
1/15/2008 3:50,N16 8RY,NW5 2QH,520,15,6,1,1.5,No,300,3850.665527
1/15/2008 3:57,EC2V 8DP,SW1P 3AU,510,15,6,1,1.5,No,120,2978.076728
1/15/2008 3:57,WC2B 5JS,SE1 2BN,540,15,6,1,1.5,Yes,300,3762.685876
1/15/2008 4:05,SW8 1DL,SE1 2BN,410,15,4,2,1.5,Yes,80,4323.365934
1/15/2008 4:07,W1T 1UT,SW1P 3AU,530,15,6,1,1.5,Yes,120,1762.554113
1/15/2008 4:41,E1 1DT,SE8 3JD,485,15,5,1,2,Yes,300,4744.405126
1/15/2008 4:41,SE1 8DA,SW1P 3AU,510,15,6,1,1.5,Yes,80,1707.733
1/15/2008 4:43,SE10 8RT,SE1 2BN,520,15,6,1,1.5,No,300,4939.921457
1/15/2008 4:47,WC1B 5BP,SW1P 3AU,495,15,6,1,2,Yes,40,2165.629701
1/15/2008 4:48,CR0 1NF,SW18 1NN,540,15,5,2,1.5,No,300,12451.79521
1/15/2008 4:55,EC2N 2AN,SE1 2BN,470,15,4,2,1.5,No,300,1997.021031
1/15/2008 4:58,NW5 2QH,W10 6HQ,345,15,4,1,2,Yes,40,6235.116679
1/15/2008 4:58,WC2H 9HD,SW1P 3AU,450,15,5,2,1.5,Yes,120,1506.686762
1/15/2008 5:01,EC2V 8DP,SW1P 3AU,520,15,4,2,1.5,No,300,2978.076728
1/15/2008 5:02,SW1V 4QQ,SW18 1NN,490,15,4,1,1.5,Yes,300,4983.268104
1/15/2008 5:06,W1T 1UT,SW1V 4QQ,480,15,4,2,1.5,Yes,120,3037.758713
1/15/2008 5:07,SE14 6TY,SE1 2BN,470,15,6,2,1.5,Yes,40,3901.842898
1/15/2008 5:11,W1T 1UT,SW1V 4QQ,410,15,4,2,1.5,No,120,3037.758713
1/15/2008 5:12,W1U 1QB,NW5 2QH,590,15,6,2,1.5,Yes,300,4014.16903
1/15/2008 5:21,W2 3QH,SW1P 3AU,460,15,6,1,1.5,No,120,3641.245117
1/15/2008 5:22,W1U 4AP,SW1P 3AU,455,15,4,1,2,Yes,120,2618.482385
1/15/2008 5:25,N1 1RL,E2 0RY,390,15,4,1,1.5,No,80,4310.065545
1/15/2008 5:42,W1D 6DJ,NW5 2QH,545,15,6,1,2,No,300,4446.329947
1/15/2008 5:45,W1V 7LF,NW5 2QH,445,15,4,1,2,No,300,4350.283324
1/15/2008 5:52,N1 8JT,NW5 2QH,520,15,4,2,1.5,No,300,3275.322427
1/15/2008 6:08,W1J 6PT,SW1V 4QQ,455,15,5,2,2,Yes,80,2287.063182
1/15/2008 6:08,N1 9NL,SW1P 3AU,465,15,4,2,2,No,80,3374.618497
1/15/2008 6:08,EC4Y 8DT,SE1 2BN,485,15,4,2,2,Yes,80,2867.830539
1/15/2008 6:11,WC2B 5EL,SW1P 3AU,470,15,4,2,1.5,No,300,1911.680151
1/15/2008 6:12,W1B 5QH,NW5 2QH,505,15,4,2,2,Yes,120,4171.128025
1/15/2008 6:12,SE24 0NG,SW1V 4QQ,440,15,6,1,1.5,No,80,5061.662178
1/15/2008 6:24,EC4Y 8DT,SW1V 4QQ,535,15,6,1,2,No,120,3799.384819
1/15/2008 6:31,EC4A 3JB,SW1V 4QQ,580,15,6,2,1.5,Yes,120,3874.836384
1/15/2008 6:39,W1S 2JL,SW1V 4QQ,460,15,4,2,1.5,No,120,2356.265053
1/15/2008 6:40,E1 6TD,SE1 2BN,485,15,6,1,2,No,120,1850.390229
1/15/2008 6:43,SW1W 8EZ,SW18 1NN,515,15,6,2,2,No,80,4725.99799
1/15/2008 6:54,EC2A 2ER,SW1P 3AU,565,15,5,2,2,No,300,3809.845404
1/15/2008 6:55,W1D 3AJ,SW1P 3AU,460,15,4,2,1.5,Yes,80,1476.634687
1/15/2008 6:56,SE16 4QZ,E2 0RY,470,15,6,2,1.5,Yes,40,4016.567813
1/15/2008 7:11,SE16 2HB,SE8 3JD,480,15,6,1,1.5,Yes,120,2595.516326
1/15/2008 7:13,KT2 7PX,KT2 5AU,515,15,6,2,2,No,80,1596.401579
1/15/2008 7:17,W1W 7JB,SW1P 3AU,450,15,5,2,1.5,Yes,120,1997.060089
1/15/2008 7:21,NW1 7RU,W10 6HQ,455,15,5,1,2,No,120,4970.097484
1/15/2008 7:31,EC3V 9DS,E2 0RY,640,15,6,2,1.5,Yes,300,3300.722497
1/15/2008 7:32,N1 0PN,NW5 2QH,535,15,5,2,2,Yes,300,2866.559087
1/15/2008 7:37,SE1 3QP,SW1P 3AU,370,15,4,1,1.5,Yes,40,3152.24999
1/15/2008 7:41,CR0 2DW,SW18 1NN,510,15,6,1,1.5,No,120,11212.38681
1/15/2008 7:42,EC1N 7TR,SW1P 3AU,390,15,4,2,1.5,No,80,2674.334497
1/15/2008 7:48,SE23 3HE,SE8 3JD,490,15,6,1,1.5,No,80,5254.380363
1/15/2008 8:20,W1S 1PD,SW1P 3AU,470,15,4,1,1.5,No,300,1605.236743
1/15/2008 8:32,SE25 6EA,CR7 8LE,560,15,6,2,1.5,No,120,1225.104077
1/15/2008 8:37,SW1W 0LN,SW1P 3AU,475,15,5,1,2,Yes,120,1325.024151
1/15/2008 8:43,TW10 6RN,SW18 1NN,480,15,4,2,1.5,Yes,120,6926.292226
1/15/2008 8:45,E1 2NB,SE1 2BN,455,15,4,2,2,Yes,120,1783.651311
1/15/2008 8:48,W1F 9UN,NW5 2QH,395,15,5,2,2,No,40,4406.217879
1/15/2008 8:50,EC2M 2TE,E2 0RY,490,15,5,1,1.5,No,300,2945.47789
1/15/2008 8:57,EC1M 6BH,SW1P 3AU,475,15,6,2,2,No,40,2861.315257
1/15/2008 9:03,W1F 7QW,NW5 2QH,470,15,4,2,1.5,No,300,4182.130199
1/15/2008 9:17,NW1 7RR,SW1P 3AU,465,15,5,1,2,No,300,3805.706899
1/15/2008 9:21,W1T 1NQ,NW5 2QH,520,15,6,2,1.5,Yes,40,3657.051955
1/15/2008 9:24,N4 2DE,E2 0RY,490,15,6,1,1.5,No,80,5791.659175
1/15/2008 9:26,EC1M 6DB,SW1P 3AU,480,15,5,2,1.5,No,120,2807.904023
1/15/2008 9:32,WC2N 4AJ,SW1P 3AU,515,15,4,2,2,Yes,300,1181.416523
1/15/2008 9:36,W1W 7QL,NW5 2QH,390,15,5,1,1.5,Yes,40,3618.891819
1/15/2008 9:47,EC1R 0AG,NW5 2QH,470,15,4,2,1.5,No,300,3685.650011
1/15/2008 9:50,W1J 6PT,SW1V 4QQ,490,15,5,1,1.5,No,300,2287.063182
1/15/2008 10:00,EC1M 4DR,SW1P 3AU,430,15,5,1,1.5,Yes,80,3025.475996
1/15/2008 10:01,WD7 7NP,NW5 2QH,465,15,4,2,2,No,80,19510.60517
1/15/2008 10:19,E1W 2NE,SE1 2BN,515,15,4,2,2,Yes,300,758.4965392
1/15/2008 10:34,E6 2JA,SE8 3JD,460,15,4,2,1.5,No,120,8197.475221
1/15/2008 10:39,SE26 4BG,SE8 3JD,535,15,5,2,2,Yes,300,6192.759724
1/15/2008 10:40,WC1E 6JL,SW1V 4QQ,510,15,6,1,1.5,Yes,80,3764.507006
1/15/2008 10:43,SE25 4QB,SW12 9HD,480,15,5,2,1.5,No,120,7949.777481
1/15/2008 10:43,SE1 8HA,SW1P 3AU,485,15,6,1,2,No,120,1740.46919
1/15/2008 10:49,CR0 2DW,CR7 8LE,570,15,6,2,1.5,No,300,1162.781579
1/15/2008 10:50,N1 2TB,SE1 2BN,365,15,5,1,2,Yes,40,5094.568186
1/15/2008 10:52,E7 0QQ,E7 8NW,510,15,6,1,1.5,No,120,1026.548586
1/15/2008 11:05,SE24 0NG,SW1P 3AU,345,15,4,1,2,Yes,40,5657.799661
1/15/2008 11:09,EC1A 7AA,E2 0RY,515,15,4,2,2,Yes,300,4134.183958
1/15/2008 11:19,N1 9BL,NW5 2QH,440,15,4,1,1.5,Yes,300,2450.065305
1/15/2008 11:21,E14 0BB,SE1 2BN,520,15,6,1,1.5,No,300,4263.07694
1/15/2008 11:23,E1 8AZ,SE1 2BN,365,15,4,1,2,No,80,1261.727387
1/15/2008 11:29,W1T 1JQ,NW5 2QH,470,15,6,1,1.5,Yes,40,3705.745404
1/15/2008 11:30,E6 1LA,E7 8NW,465,15,4,1,2,Yes,300,1415.238849
1/15/2008 11:38,W1Y 7HJ,W10 6HQ,505,15,5,2,2,No,120,4647.398089
1/15/2008 11:38,WC2H 8EG,SW1P 3AU,455,15,5,2,2,Yes,80,1800.272479
1/15/2008 11:42,SW1Y 6JP,SW1V 4QQ,640,15,6,2,1.5,Yes,300,2084.365611
1/15/2008 11:46,EC4V 6DE,SW1P 3AU,465,15,4,2,2,No,80,2395.370744
1/15/2008 11:47,WC1N 3AP,SW1P 3AU,490,15,5,2,1.5,No,300,2323.049935
1/15/2008 12:00,E9 7HJ,SE1 2BN,580,15,6,2,1.5,Yes,120,4522.621917
1/15/2008 12:06,EC1R 5ET,SE1 2BN,560,15,6,2,1.5,Yes,80,3794.550303
1/15/2008 12:06,N22 7AY,N17 6QA,525,15,5,2,2,Yes,120,4178.70949
1/15/2008 12:11,SE26 4BG,SE8 3JD,585,15,5,2,2,Yes,300,6192.759724
1/15/2008 12:12,W1T 1DG,NW5 2QH,490,15,5,2,1.5,No,300,3674.39478
1/15/2008 12:43,N1 8LU,NW5 2QH,485,15,5,2,2,No,80,3007.811497
1/15/2008 12:48,EC1V 7DT,SE1 2BN,480,15,4,2,1.5,Yes,120,3550.003521
1/15/2008 12:59,SE25 6NJ,CR7 8LE,485,15,4,2,2,Yes,80,577.8970497
1/15/2008 12:59,EC4Y 1AA,SW1V 4QQ,475,15,6,2,2,No,40,3511.454542
